Name;Vorname;PLZ;Straße;Hausnummer;Ort;n;VK ohne Ust;VK mit Ust;VK Gesamt;Stückpreis mit Ust;Stückpreis ohne Ust;Ust. % Satz;ZS Produkt;Zs ohne Ust;Gesamt Ust. Betrag;Betrag;Bestelldatum;Lieferdatum;KundenNr
Haamann;Paloma;72805;Vogelbeerstraße;23;Lichtenstein (Württemberg);1;2,30 €;2,74 €;2,74 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;32,73 €;15.06.2020;17.06.2020;000897
Dabelstein;Grit;72827;Behringstraße;25;Wannweil;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;16.06.2020;18.06.2020;000898
Ibanez;Waris;71144;Bärdorfer Zeile;2;Steinenbronn;1;4,99 €;5,94 €;5,94 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;7,93 €;17.06.2020;19.06.2020;000899
Bachschneider;Andreas;72359;Hoffmannstraße;25;Dotternhausen;1;1,50 €;1,79 €;1,79 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;3,78 €;18.06.2020;20.06.2020;000900
Haarich;Qara;68549;Ernst-Lau-Straße;1;Ilvesheim;1; -   € ; -   € ; -   € ;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;0,99 €;19.06.2020;21.06.2020;000901
Oberer;Kader;72296;Hoffmannstraße;9;Schopfloch (Schwarzwald);1;1,65 €;1,96 €;1,96 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;4,95 €;20.06.2020;22.06.2020;000902
Baca;Noah;72141;Ekkehardstraße;1;Walddorfhäslach;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;21.06.2020;23.06.2020;000903
Machowski;Ilona;72581;KGA Holunderbusch;14;Dettingen an der Erms;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;22.06.2020;24.06.2020;000904
Jaeckels;Emely;72525;Abtstraße;1;Münsingen (Württemberg);1; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;89,99 €;23.06.2020;25.06.2020;000905
Abbing;Mia;69198;Genossenschaftsstraße;64;Schriesheim;1;1,54 €;1,83 €;1,83 €;5,99 €;5,03 €;19%;5,99 €;5,03 €;0,96 €;7,82 €;24.06.2020;26.06.2020;000906
Habeeb;Svenja;69234;Behringstraße;8;Dielheim;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;25.06.2020;27.06.2020;000907
Machlitt;Giorgina;72519;Bergaustraße;6;Veringenstadt;1;2,60 €;3,09 €;3,09 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;33,08 €;26.06.2020;28.06.2020;000908
Gadau;Leopold;72488;Friedenstraße;27;Sigmaringen;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;27.06.2020;29.06.2020;000909
Babbel;Enna;71579;Behringstraße;9;Spiegelberg;1;5,99 €;7,13 €;7,13 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;37,12 €;28.06.2020;30.06.2020;000910
Laaser;Niklas;71159;KGA Holunderbusch;6;Mötzingen;1;1,00 €;1,19 €;1,19 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;31,18 €;29.06.2020;01.07.2020;000911
Saad;Matthias;72516;Altheider Straße;12;Scheer;1;7,56 €;9,00 €;9,00 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;88,99 €;30.06.2020;02.07.2020;000912
Kaatz;Annika;72661;Altheider Straße;12;Grafenberg;2; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;65,98 €;55,45 €;10,53 €;65,98 €;01.07.2020;03.07.2020;000913
Kaboth;Anouk;68799;Otto-Franke-Straße;98;Reilingen;1; -   € ; -   € ; -   € ;199,99 €;168,06 €;19%;199,99 €;168,06 €;31,93 €;199,99 €;02.07.2020;04.07.2020;000914
Jackwerth;Valerio;72419;Kiehnwerderallee;65;Neufra;1;5,99 €;7,13 €;7,13 €;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;68,12 €;03.07.2020;05.07.2020;000915
Maasberg;Curt;72202;Glienicker Weg;61;Nagold;1; -   € ; -   € ; -   € ;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;39,99 €;04.07.2020;06.07.2020;000916
Gadringer;Lasse;72517;Neltestraße;4;Sigmaringendorf;1;4,99 €;5,94 €;5,94 €;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;21,93 €;05.07.2020;07.07.2020;000917
Machado;Eberhard;72379;Newtonstraße;1;Hechingen;2; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;39,98 €;33,60 €;6,38 €;39,98 €;06.07.2020;08.07.2020;000918
Saado;Mats;72525;Büchnerweg;26;Münsingen (Württemberg);1;1,50 €;1,79 €;1,79 €;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;151,78 €;07.07.2020;09.07.2020;000919
Kabelitz;Aida;68549;Friedlander Straße;8;Ilvesheim;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;08.07.2020;10.07.2020;000920
Lachenmeier;Ari;71706;Gellertstraße;9;Markgröningen;2; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;139,98 €;117,63 €;22,35 €;139,98 €;09.07.2020;11.07.2020;000921
Haaser;Radia;68794;Thelenstraße;5;Oberhausen-Rheinhausen;2;1,01 €;1,20 €;1,20 €;32,99 €;27,72 €;19%;65,98 €;55,45 €;10,53 €;67,18 €;10.07.2020;12.07.2020;000922
Laas;Jonas;71155;Hallberger Zeile;23;Altdorf (Kreis Böblingen);1; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;69,99 €;11.07.2020;13.07.2020;000923
Oberg;Liv;72299;Lohnauer Steig;65;Wörnersberg;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;12.07.2020;14.07.2020;000924
Eberhardt;Mae;71549;Steinbachstraße;5;Auenwald;3; -   € ; -   € ; -   € ;12,99 €;10,92 €;19%;38,97 €;32,75 €;6,22 €;38,97 €;13.07.2020;15.07.2020;000925
Ibel;Waltraud;71154;Friedenstraße;12;Nufringen;1;2,99 €;3,56 €;3,56 €;12,99 €;10,92 €;19%;12,99 €;10,92 €;2,07 €;16,55 €;14.07.2020;16.07.2020;000926
Pachnicke;Hasso;72664;Agavensteig;1;Kohlberg (Württemberg);1; -   € ; -   € ; -   € ;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;119,99 €;15.07.2020;17.07.2020;000927
Kabadayi;Wilma;72666;Büchnerweg;26;Neckartailfingen;1;2,56 €;3,05 €;3,05 €;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;10,04 €;16.07.2020;18.07.2020;000928
Gaag;Idil;72202;Felsenfest;9;Nagold;1;1,22 €;1,45 €;1,45 €;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;17,44 €;17.07.2020;19.07.2020;000929
Oberlin;Marianne;72469;Helbigstraße;8;Meßstetten;4;2,99 €;3,56 €;3,56 €;1,99 €;1,67 €;19%;7,96 €;6,69 €;1,27 €;11,52 €;18.07.2020;20.07.2020;000930
Pacolli;Jannik;72227;Berberitzenweg;8;Egenhausen;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;19.07.2020;21.07.2020;000931
Dähler;Jessika;69245;Adlergestell;6;Bammental;1;1,50 €;1,79 €;1,79 €;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;2,78 €;20.07.2020;22.07.2020;000932
Abfalter;Bamika;71159;Wassermannstraße;26;Mötzingen;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;21.07.2020;23.07.2020;000933
Kaapke;Simone;72655;Hoffmannstraße;26;Altdorf bei Nürtingen;1; -   € ; -   € ; -   € ;4,69 €;3,94 €;19%;4,69 €;3,94 €;0,75 €;4,69 €;22.07.2020;24.07.2020;000934
Abdelhamid;Elena;69242;Altheider Straße;5;Mühlhausen (Kraichgau);2; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;3,98 €;3,34 €;0,64 €;3,98 €;23.07.2020;25.07.2020;000935
Pachernegg;Henryk;72655;Magnusstraße;6;Altdorf bei Nürtingen;1;1,65 €;1,96 €;1,96 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;34,95 €;24.07.2020;26.07.2020;000936
Gaba;Ibrahim;72221;Hallberger Zeile;47;Haiterbach;1; -   € ; -   € ; -   € ;6,39 €;5,37 €;19%;6,39 €;5,37 €;1,02 €;6,39 €;25.07.2020;27.07.2020;000937
Paatzsch;Gerald;72574;Newtonstraße;1;Bad Urach;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;26.07.2020;28.07.2020;000938
Abdi;Alba;69254;Freystadter Weg;6;Malsch bei Wiesloch;2;1,99 €;2,37 €;2,37 €;79,99 €;67,22 €;19%;159,98 €;134,44 €;25,54 €;162,35 €;27.07.2020;29.07.2020;000939
Oberholzer;Lia;72367;Helbigstraße;7;Weilen unter den Rinnen;2;3,99 €;4,75 €;4,75 €;1,99 €;1,67 €;19%;3,98 €;3,34 €;0,64 €;8,73 €;28.07.2020;30.07.2020;000940
Kabas;Alicia;72810;Handjerystraße;5;Gomaringen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;29.07.2020;31.07.2020;000941
Mache;Felicitas;72419;Thelenstraße;26;Neufra;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;30.07.2020;01.08.2020;000942
Abeln;Ava;71116;Walther-Nernst-Straße;25;Gärtringen;1; -   € ; -   € ; -   € ;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;16,99 €;31.07.2020;02.08.2020;000943
Macaluso;Donald;72348;Steinbachstraße;8;Rosenfeld;1;4,99 €;5,94 €;5,94 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;9,93 €;01.08.2020;03.08.2020;000944
Baatzsch;Doerte;71546;Carl-Scheele-Straße;8;Aspach bei Backnang;2; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;179,98 €;151,24 €;28,74 €;179,98 €;02.08.2020;04.08.2020;000945
Bachhuber;Quirin;72189;Bohrauer Pfad;14;Vöhringen (Württemberg);1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;03.08.2020;05.08.2020;000946
Haasen;Rae;68789;Stienitzseestraße;9;Sankt Leon-Rot;1;1,22 €;1,45 €;1,45 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;3,44 €;04.08.2020;06.08.2020;000947
Machelett;Fabrizia;72475;Weerthstraße;6;Bitz;2;2,00 €;2,38 €;2,38 €;69,99 €;58,82 €;19%;139,98 €;117,63 €;22,35 €;142,36 €;05.08.2020;07.08.2020;000948
Haban;Silvie;69198;Erich-Thilo-Straße;5;Schriesheim;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;06.08.2020;08.08.2020;000949
Pachur;Hayo;72793;Chris-Gueffroy-Allee;65;Pfullingen;2; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;3,98 €;3,34 €;0,64 €;3,98 €;07.08.2020;09.08.2020;000950
Gaedicke;Mats;72539;Gemeinschaftsstraße;6;Pfronstetten;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;08.08.2020;10.08.2020;000951
Kabiri;Alexandra;68753;Helbigstraße;9;Waghäusel;1; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;89,99 €;09.08.2020;11.08.2020;000952
Labahn;Leon;71272;Berberitzenweg;4;Renningen;2;6,43 €;7,65 €;7,65 €;49,99 €;42,01 €;19%;99,98 €;84,02 €;15,96 €;107,63 €;10.08.2020;12.08.2020;000953
Paal;Fritz;72519;Vogelbeerstraße;47;Veringenstadt;1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;11.08.2020;13.08.2020;000954
Pacher;Hugo;72654;Carl-Scheele-Straße;8;Neckartenzlingen;1;1,54 €;1,83 €;1,83 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;3,82 €;12.08.2020;14.08.2020;000955
Abazovic;Eva;68799;Husstraße;9;Reilingen;2; -   € ; -   € ; -   € ;6,39 €;5,37 €;19%;12,78 €;10,74 €;2,04 €;12,78 €;13.08.2020;15.08.2020;000956
Gaede;Moritz;72535;Freystadter Weg;1;Heroldstatt;1;3,00 €;3,57 €;3,57 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;36,56 €;14.08.2020;16.08.2020;000957
Gabl;Jörn;72359;Heidekampweg;6;Dotternhausen;1; -   € ; -   € ; -   € ;59,99 €;50,41 €;19%;59,99 €;50,41 €;9,58 €;59,99 €;15.08.2020;17.08.2020;000958
Ebrahim;Hasso;72178;Bergaustraße;14;Waldachtal;1;2,99 €;3,56 €;3,56 €;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;20,55 €;16.08.2020;18.08.2020;000959
Dabisch;Giorgina;68549;KGA Einigkeit II;6;Ilvesheim;1;1,33 €;1,58 €;1,58 €;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;171,57 €;17.08.2020;19.08.2020;000960
Abdelaziz;Simone;69234;Neltestraße;29;Dielheim;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;18.08.2020;20.08.2020;000961
Daeweritz;Kader;71116;Neltestraße;14;Gärtringen;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;19.08.2020;21.08.2020;000962
Bachiri;Linus;72213;Florian-Geyer-Straße;14;Altensteig;1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;20.08.2020;22.08.2020;000963
Qorri;Roland;72475;Florian-Geyer-Straße;25;Bitz;1;1,99 €;2,37 €;2,37 €;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;122,36 €;21.08.2020;23.08.2020;000964
Backer;Blue;72406;Friedlander Straße;9;Bisingen;1; -   € ; -   € ; -   € ;4,69 €;3,94 €;19%;4,69 €;3,94 €;0,75 €;4,69 €;22.08.2020;24.08.2020;000965
Ibing;Zilla;71282;Bärdorfer Zeile;5;Hemmingen (Württemberg);1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;23.08.2020;25.08.2020;000966
Abedini;Aini;71083;Glienicker Weg;9;Herrenberg;1;1,01 €;1,20 €;1,20 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;31,19 €;24.08.2020;26.08.2020;000967
Bachthaler;Achim;72362;Lohnauer Steig;84;Nusplingen;1;1,01 €;1,20 €;1,20 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;34,19 €;25.08.2020;27.08.2020;000968
Pabel;Geoffrey;72581;Oberspreestraße;23;Dettingen an der Erms;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;26.08.2020;28.08.2020;000969
Daems;Kathleen;69437;Lohnauer Steig;6;Neckargerach;1; -   € ; -   € ; -   € ;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;6,99 €;27.08.2020;29.08.2020;000970
Baaske;Daphne;71522;Waldstraße;3;Backnang;1; -   € ; -   € ; -   € ;499,99 €;420,16 €;19%;499,99 €;420,16 €;79,83 €;499,99 €;28.08.2020;30.08.2020;000971
Haardt;Poppy;72818;Dörpfeldstraße;84;Trochtelfingen;1;1,99 €;2,37 €;2,37 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;4,36 €;29.08.2020;31.08.2020;000972
Habben;Siri;69221;Am Adlergestell;25;Dossenheim;2; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;3,98 €;3,34 €;0,64 €;3,98 €;30.08.2020;01.09.2020;000973
Gabi;Jarin;72358;Güldenhofer Ufer;5;Dormettingen;2; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;3,98 €;3,34 €;0,64 €;3,98 €;31.08.2020;02.09.2020;000974
Iaquinta;Valeska;71134;Arndtstraße;26;Aidlingen;1;3,99 €;4,75 €;4,75 €;6,39 €;5,37 €;19%;6,39 €;5,37 €;1,02 €;11,14 €;01.09.2020;03.09.2020;000975
Gaebelein;Luca;72525;Anna-Seghers-Straße;8;Münsingen (Württemberg);2;2,99 €;3,56 €;3,56 €;4,69 €;3,94 €;19%;9,38 €;7,88 €;1,50 €;12,94 €;02.09.2020;04.09.2020;000976
Pace;Godo;72585;Rudower Chaussee;84;Riederich;2; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;5,98 €;5,03 €;0,95 €;5,98 €;03.09.2020;05.09.2020;000977
Haarlammert;Ria;68723;Newtonstraße;3;Oftersheim;1; -   € ; -   € ; -   € ;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;3,59 €;04.09.2020;06.09.2020;000978
Kaden;Doerte;69437;Waldstraße;84;Neckargerach;1;5,99 €;7,13 €;7,13 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;27,12 €;05.09.2020;07.09.2020;000979
Oberfrank;Kaisa;72297;Husstraße;98;Seewald;5; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;9,95 €;8,36 €;1,59 €;9,95 €;06.09.2020;08.09.2020;000980
Dachner;Heike;68775;Heidemühler Weg;9;Ketsch;3; -   € ; -   € ; -   € ;149,99 €;126,04 €;19%;449,97 €;378,13 €;71,84 €;449,97 €;07.09.2020;09.09.2020;000981
Jacksch;Vitus;72411;Gondeker Straße;1;Bodelshausen;1;1,40 €;1,67 €;1,67 €;12,99 €;10,92 €;19%;12,99 €;10,92 €;2,07 €;14,66 €;08.09.2020;10.09.2020;000982
Habbe;Silke;69207;Pfingstberggasse;27;Sandhausen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;09.09.2020;11.09.2020;000983
Oberndörfer;Flavio;72516;KGA Am Teltowkanal III;58;Scheer;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;10.09.2020;12.09.2020;000984
Eben;Mona;71297;Handjerystraße;6;Mönsheim;1;1,40 €;1,67 €;1,67 €;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;18,66 €;11.09.2020;13.09.2020;000985
Cagatay;Dominik;72516;Moissistraße;48;Scheer;1;2,33 €;2,77 €;2,77 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;52,76 €;12.09.2020;14.09.2020;000986
Pacia;Ian;72805;KGA Einigkeit II;5;Lichtenstein (Württemberg);1;1,40 €;1,67 €;1,67 €;59,99 €;50,41 €;19%;59,99 €;50,41 €;9,58 €;61,66 €;13.09.2020;15.09.2020;000987
Lackinger;Caspar;72145;Glienicker Weg;25;Hirrlingen;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;14.09.2020;16.09.2020;000988
Lache;Ake;71691;Florian-Geyer-Straße;7;Freiberg am Neckar;1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;15.09.2020;17.09.2020;000989
Dadic;Juna;69214;Güldenhofer Ufer;29;Eppelheim;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;16.09.2020;18.09.2020;000990
Cäsar;Cyranus;72511;Helbigstraße;27;Bingen bei Sigmaringen;1;1,78 €;2,12 €;2,12 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;4,11 €;17.09.2020;19.09.2020;000991
Machner;Heike;72531;Dornbrunner Straße;9;Hohenstein (Württemberg);1;1,99 €;2,37 €;2,37 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;5,36 €;18.09.2020;20.09.2020;000992
Calado;Felina;72663;Waldstraße;62;Großbettlingen;1; -   € ; -   € ; -   € ;6,39 €;5,37 €;19%;6,39 €;5,37 €;1,02 €;6,39 €;19.09.2020;21.09.2020;000993
Jacks;Valentin;72406;Frauenlobstraße;64;Bisingen;1;3,00 €;3,57 €;3,57 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;36,56 €;20.09.2020;22.09.2020;000994
Abedi;Aideen;69514;Gemeinschaftsstraße;45;Laudenbach (Bergstraße);1;1,22 €;1,45 €;1,45 €;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;41,44 €;21.09.2020;23.09.2020;000995
Ebbrecht;Lisa;71272;Walther-Nernst-Straße;1;Renningen;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;22.09.2020;24.09.2020;000996
Macanovic;Enzo;72351;KGA Am Teltowkanal III;1;Geislingen (Zollernalbkreis);1;5,99 €;7,13 €;7,13 €;4,69 €;3,94 €;19%;4,69 €;3,94 €;0,75 €;11,82 €;23.09.2020;25.09.2020;000997
Labuda;Johannes;71549;Florian-Geyer-Straße;29;Auenwald;1; -   € ; -   € ; -   € ;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;60,99 €;24.09.2020;26.09.2020;000998
Gablenz;Jannik;72362;Hänselstraße;8;Nusplingen;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;25.09.2020;27.09.2020;000999
