Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Bestell_Datum,Rechnungs_Liefer_Datum,n,VK ohne Ust,VK mit Ust,VK Gesamt,Stückpreis mit Ust,Stückpreis ohne Ust,Ust. % Satz,ZS Produkt,Zs ohne Ust,Gesamt Ust. Betrag
Ulvi,Iacono,Heidekampweg,4,71106,Magstadt,Germany,18 May 2021,21 May 2021,1,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Justyna,Dämmig,Hoffmannstraße,1,69434,Heddesbach,Germany,19 May 2021,22 May 2021,1,0.0,0.0,0.0,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Arian,Bachmeier,Florian-Geyer-Straße,12,72336,Balingen,Germany,20 May 2021,23 May 2021,1,0.0,0.0,0.0,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Mattes,Gaedtke,Handjerystraße,9,72574,Bad Urach,Germany,21 May 2021,24 May 2021,1,0.0,0.0,0.0,5.99,5.033613445378152,0.19,5.99,5.033613445378152,0.9563865546218482
Hardy,Ebmeyer,Barbara-McClintock-Straße,95,72147,Nehren (Württemberg),Germany,22 May 2021,25 May 2021,1,0.0,0.0,0.0,9.99,8.394957983193278,0.19,9.99,8.394957983193278,1.5950420168067223
Mathilda,Ebenbeck,Hollstraße,8,71364,Winnenden,Germany,23 May 2021,26 May 2021,1,3.99,4.7481,4.7481,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Stella,Haastert,Magnusstraße,65,69181,Leimen (Baden),Germany,24 May 2021,27 May 2021,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Magdalena,Obermann,Moissistraße,84,72477,Schwenningen (Heuberg),Germany,25 May 2021,28 May 2021,1,2.4,2.856,2.856,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Thilo,Jablonsky,Stienitzseestraße,25,72227,Egenhausen,Germany,26 May 2021,29 May 2021,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Kerstin,Däumichen,Husstraße,14,71106,Magstadt,Germany,27 May 2021,30 May 2021,2,0.0,0.0,0.0,169.99,142.84873949579833,0.19,339.98,285.69747899159665,54.28252100840336
Noel,Ibscher,Büchnerweg,64,71543,Wüstenrot,Germany,28 May 2021,31 May 2021,1,1.69,2.0111,2.0111,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Lara,Ebbing,Köpenicker Straße,24,71254,Ditzingen,Germany,29 May 2021,01 June 2021,2,0.0,0.0,0.0,69.99,58.81512605042017,0.19,139.98,117.63025210084034,22.34974789915965
Selma,Kaaf,Gellertstraße,9,72639,Neuffen,Germany,30 May 2021,02 June 2021,1,1.99,2.3681,2.3681,3.59,3.016806722689076,0.19,3.59,3.016806722689076,0.5731932773109243
Paloma,Haamann,Vogelbeerstraße,23,72805,Lichtenstein (Württemberg),Germany,31 May 2021,03 June 2021,1,2.3,2.737,2.737,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Grit,Dabelstein,Behringstraße,25,72827,Wannweil,Germany,01 June 2021,04 June 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Waris,Ibanez,Bärdorfer Zeile,2,71144,Steinenbronn,Germany,02 June 2021,05 June 2021,1,4.99,5.9381,5.9381,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Andreas,Bachschneider,Hoffmannstraße,25,72359,Dotternhausen,Germany,03 June 2021,06 June 2021,1,1.5,1.785,1.785,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Qara,Haarich,Ernst-Lau-Straße,1,68549,Ilvesheim,Germany,04 June 2021,07 June 2021,1,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Kader,Oberer,Hoffmannstraße,9,72296,Schopfloch (Schwarzwald),Germany,05 June 2021,08 June 2021,1,1.65,1.9635,1.9635,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Noah,Baca,Ekkehardstraße,1,72141,Walddorfhäslach,Germany,06 June 2021,09 June 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Ilona,Machowski,KGA Holunderbusch,14,72581,Dettingen an der Erms,Germany,07 June 2021,10 June 2021,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Emely,Jaeckels,Abtstraße,1,72525,Münsingen (Württemberg),Germany,08 June 2021,11 June 2021,1,0.0,0.0,0.0,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Mia,Abbing,Genossenschaftsstraße,64,69198,Schriesheim,Germany,09 June 2021,12 June 2021,1,1.54,1.8326,1.8326,5.99,5.033613445378152,0.19,5.99,5.033613445378152,0.9563865546218482
Svenja,Habeeb,Behringstraße,8,69234,Dielheim,Germany,10 June 2021,13 June 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Giorgina,Machlitt,Bergaustraße,6,72519,Veringenstadt,Germany,11 June 2021,14 June 2021,1,2.6,3.0940000000000003,3.0940000000000003,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Leopold,Gadau,Friedenstraße,27,72488,Sigmaringen,Germany,12 June 2021,15 June 2021,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Enna,Babbel,Behringstraße,9,71579,Spiegelberg,Germany,13 June 2021,16 June 2021,1,5.99,7.1281,7.1281,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Niklas,Laaser,KGA Holunderbusch,6,71159,Mötzingen,Germany,14 June 2021,17 June 2021,1,1.0,1.19,1.19,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Matthias,Saad,Altheider Straße,12,72516,Scheer,Germany,15 June 2021,18 June 2021,1,7.56,8.9964,8.9964,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Annika,Kaatz,Altheider Straße,12,72661,Grafenberg,Germany,16 June 2021,19 June 2021,2,0.0,0.0,0.0,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Anouk,Kaboth,Otto-Franke-Straße,98,68799,Reilingen,Germany,17 June 2021,20 June 2021,1,0.0,0.0,0.0,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Valerio,Jackwerth,Kiehnwerderallee,65,72419,Neufra,Germany,18 June 2021,21 June 2021,1,5.99,7.1281,7.1281,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Curt,Maasberg,Glienicker Weg,61,72202,Nagold,Germany,19 June 2021,22 June 2021,1,0.0,0.0,0.0,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Lasse,Gadringer,Neltestraße,4,72517,Sigmaringendorf,Germany,20 June 2021,23 June 2021,1,4.99,5.9381,5.9381,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Eberhard,Machado,Newtonstraße,1,72379,Hechingen,Germany,21 June 2021,24 June 2021,2,0.0,0.0,0.0,19.99,16.798319327731093,0.19,39.98,33.596638655462186,6.383361344537811
Mats,Saado,Büchnerweg,26,72525,Münsingen (Württemberg),Germany,22 June 2021,25 June 2021,1,1.5,1.785,1.785,149.99,126.0420168067227,0.19,149.99,126.0420168067227,23.94798319327731
Aida,Kabelitz,Friedlander Straße,8,68549,Ilvesheim,Germany,23 June 2021,26 June 2021,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Ari,Lachenmeier,Gellertstraße,9,71706,Markgröningen,Germany,24 June 2021,27 June 2021,2,0.0,0.0,0.0,69.99,58.81512605042017,0.19,139.98,117.63025210084034,22.34974789915965
Radia,Haaser,Thelenstraße,5,68794,Oberhausen-Rheinhausen,Germany,25 June 2021,28 June 2021,2,1.01,1.2019,1.2019,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Jonas,Laas,Hallberger Zeile,23,71155,Altdorf (Kreis Böblingen),Germany,26 June 2021,29 June 2021,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Liv,Oberg,Lohnauer Steig,65,72299,Wörnersberg,Germany,27 June 2021,30 June 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Mae,Eberhardt,Steinbachstraße,5,71549,Auenwald,Germany,28 June 2021,01 July 2021,3,0.0,0.0,0.0,12.99,10.915966386554622,0.19,38.97,32.747899159663866,6.222100840336132
Waltraud,Ibel,Friedenstraße,12,71154,Nufringen,Germany,29 June 2021,02 July 2021,1,2.99,3.5581000000000005,3.5581000000000005,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Hasso,Pachnicke,Agavensteig,1,72664,Kohlberg (Württemberg),Germany,30 June 2021,03 July 2021,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Wilma,Kabadayi,Büchnerweg,26,72666,Neckartailfingen,Germany,01 July 2021,04 July 2021,1,2.56,3.0464,3.0464,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Idil,Gaag,Felsenfest,9,72202,Nagold,Germany,02 July 2021,05 July 2021,1,1.22,1.4518,1.4518,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Marianne,Oberlin,Helbigstraße,8,72469,Meßstetten,Germany,03 July 2021,06 July 2021,4,2.99,3.5581000000000005,3.5581000000000005,1.99,1.6722689075630253,0.19,7.96,6.689075630252101,1.270924369747899
Jannik,Pacolli,Berberitzenweg,8,72227,Egenhausen,Germany,04 July 2021,07 July 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Jessika,Dähler,Adlergestell,6,69245,Bammental,Germany,05 July 2021,08 July 2021,1,1.5,1.785,1.785,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Bamika,Abfalter,Wassermannstraße,26,71159,Mötzingen,Germany,06 July 2021,09 July 2021,1,0.0,0.0,0.0,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Simone,Kaapke,Hoffmannstraße,26,72655,Altdorf bei Nürtingen,Germany,07 July 2021,10 July 2021,1,0.0,0.0,0.0,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Elena,Abdelhamid,Altheider Straße,5,69242,Mühlhausen (Kraichgau),Germany,08 July 2021,11 July 2021,2,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Henryk,Pachernegg,Magnusstraße,6,72655,Altdorf bei Nürtingen,Germany,09 July 2021,12 July 2021,1,1.65,1.9635,1.9635,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Ibrahim,Gaba,Hallberger Zeile,47,72221,Haiterbach,Germany,10 July 2021,13 July 2021,1,0.0,0.0,0.0,6.39,5.369747899159663,0.19,6.39,5.369747899159663,1.0202521008403362
Gerald,Paatzsch,Newtonstraße,1,72574,Bad Urach,Germany,11 July 2021,14 July 2021,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Alba,Abdi,Freystadter Weg,6,69254,Malsch bei Wiesloch,Germany,12 July 2021,15 July 2021,2,1.99,2.3681,2.3681,79.99,67.21848739495798,0.19,159.98,134.43697478991595,25.54302521008404
Lia,Oberholzer,Helbigstraße,7,72367,Weilen unter den Rinnen,Germany,13 July 2021,16 July 2021,2,3.99,4.7481,4.7481,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Alicia,Kabas,Handjerystraße,5,72810,Gomaringen,Germany,14 July 2021,17 July 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Felicitas,Mache,Thelenstraße,26,72419,Neufra,Germany,15 July 2021,18 July 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Ava,Abeln,Walther-Nernst-Straße,25,71116,Gärtringen,Germany,16 July 2021,19 July 2021,1,0.0,0.0,0.0,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Donald,Macaluso,Steinbachstraße,8,72348,Rosenfeld,Germany,17 July 2021,20 July 2021,1,4.99,5.9381,5.9381,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Doerte,Baatzsch,Carl-Scheele-Straße,8,71546,Aspach bei Backnang,Germany,18 July 2021,21 July 2021,2,0.0,0.0,0.0,89.99,75.6218487394958,0.19,179.98,151.2436974789916,28.736302521008383
Quirin,Bachhuber,Bohrauer Pfad,14,72189,Vöhringen (Württemberg),Germany,19 July 2021,22 July 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Rae,Haasen,Stienitzseestraße,9,68789,Sankt Leon-Rot,Germany,20 July 2021,23 July 2021,1,1.22,1.4518,1.4518,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Fabrizia,Machelett,Weerthstraße,6,72475,Bitz,Germany,21 July 2021,24 July 2021,2,2.0,2.38,2.38,69.99,58.81512605042017,0.19,139.98,117.63025210084034,22.34974789915965
Silvie,Haban,Erich-Thilo-Straße,5,69198,Schriesheim,Germany,22 July 2021,25 July 2021,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Hayo,Pachur,Chris-Gueffroy-Allee,65,72793,Pfullingen,Germany,23 July 2021,26 July 2021,2,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Mats,Gaedicke,Gemeinschaftsstraße,6,72539,Pfronstetten,Germany,24 July 2021,27 July 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Alexandra,Kabiri,Helbigstraße,9,68753,Waghäusel,Germany,25 July 2021,28 July 2021,1,0.0,0.0,0.0,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Leon,Labahn,Berberitzenweg,4,71272,Renningen,Germany,26 July 2021,29 July 2021,2,6.43,7.6517,7.6517,49.99,42.00840336134454,0.19,99.98,84.01680672268908,15.96319327731092
Fritz,Paal,Vogelbeerstraße,47,72519,Veringenstadt,Germany,27 July 2021,30 July 2021,1,0.0,0.0,0.0,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Hugo,Pacher,Carl-Scheele-Straße,8,72654,Neckartenzlingen,Germany,28 July 2021,31 July 2021,1,1.54,1.8326,1.8326,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Eva,Abazovic,Husstraße,9,68799,Reilingen,Germany,29 July 2021,01 August 2021,2,0.0,0.0,0.0,6.39,5.369747899159663,0.19,12.78,10.739495798319329,2.0405042016806725
Moritz,Gaede,Freystadter Weg,1,72535,Heroldstatt,Germany,30 July 2021,02 August 2021,1,3.0,3.5700000000000003,3.5700000000000003,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Jörn,Gabl,Heidekampweg,6,72359,Dotternhausen,Germany,31 July 2021,03 August 2021,1,0.0,0.0,0.0,59.99,50.41176470588236,0.19,59.99,50.41176470588236,9.578235294117649
Hasso,Ebrahim,Bergaustraße,14,72178,Waldachtal,Germany,01 August 2021,04 August 2021,1,2.99,3.5581000000000005,3.5581000000000005,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Giorgina,Dabisch,KGA Einigkeit II,6,68549,Ilvesheim,Germany,02 August 2021,05 August 2021,1,1.33,1.5827,1.5827,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Simone,Abdelaziz,Neltestraße,29,69234,Dielheim,Germany,03 August 2021,06 August 2021,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Kader,Daeweritz,Neltestraße,14,71116,Gärtringen,Germany,04 August 2021,07 August 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Linus,Bachiri,Florian-Geyer-Straße,14,72213,Altensteig,Germany,05 August 2021,08 August 2021,1,0.0,0.0,0.0,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Roland,Qorri,Florian-Geyer-Straße,25,72475,Bitz,Germany,06 August 2021,09 August 2021,1,1.99,2.3681,2.3681,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Blue,Backer,Friedlander Straße,9,72406,Bisingen,Germany,07 August 2021,10 August 2021,1,0.0,0.0,0.0,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Zilla,Ibing,Bärdorfer Zeile,5,71282,Hemmingen (Württemberg),Germany,08 August 2021,11 August 2021,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Aini,Abedini,Glienicker Weg,9,71083,Herrenberg,Germany,09 August 2021,12 August 2021,1,1.01,1.2019,1.2019,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Achim,Bachthaler,Lohnauer Steig,84,72362,Nusplingen,Germany,10 August 2021,13 August 2021,1,1.01,1.2019,1.2019,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Geoffrey,Pabel,Oberspreestraße,23,72581,Dettingen an der Erms,Germany,11 August 2021,14 August 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Kathleen,Daems,Lohnauer Steig,6,69437,Neckargerach,Germany,12 August 2021,15 August 2021,1,0.0,0.0,0.0,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Daphne,Baaske,Waldstraße,3,71522,Backnang,Germany,13 August 2021,16 August 2021,1,0.0,0.0,0.0,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
Poppy,Haardt,Dörpfeldstraße,84,72818,Trochtelfingen,Germany,14 August 2021,17 August 2021,1,1.99,2.3681,2.3681,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Siri,Habben,Am Adlergestell,25,69221,Dossenheim,Germany,15 August 2021,18 August 2021,2,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Jarin,Gabi,Güldenhofer Ufer,5,72358,Dormettingen,Germany,16 August 2021,19 August 2021,2,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Valeska,Iaquinta,Arndtstraße,26,71134,Aidlingen,Germany,17 August 2021,20 August 2021,1,3.99,4.7481,4.7481,6.39,5.369747899159663,0.19,6.39,5.369747899159663,1.0202521008403362
Luca,Gaebelein,Anna-Seghers-Straße,8,72525,Münsingen (Württemberg),Germany,18 August 2021,21 August 2021,2,2.99,3.5581000000000005,3.5581000000000005,4.69,3.941176470588236,0.19,9.38,7.882352941176472,1.4976470588235289
Godo,Pace,Rudower Chaussee,84,72585,Riederich,Germany,19 August 2021,22 August 2021,2,0.0,0.0,0.0,2.99,2.512605042016807,0.19,5.98,5.025210084033614,0.9547899159663862
Ria,Haarlammert,Newtonstraße,3,68723,Oftersheim,Germany,20 August 2021,23 August 2021,1,0.0,0.0,0.0,3.59,3.016806722689076,0.19,3.59,3.016806722689076,0.5731932773109243
Doerte,Kaden,Waldstraße,84,69437,Neckargerach,Germany,21 August 2021,24 August 2021,1,5.99,7.1281,7.1281,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Kaisa,Oberfrank,Husstraße,98,72297,Seewald,Germany,22 August 2021,25 August 2021,5,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,9.95,8.361344537815127,1.5886554621848727
Heike,Dachner,Heidemühler Weg,9,68775,Ketsch,Germany,23 August 2021,26 August 2021,3,0.0,0.0,0.0,149.99,126.0420168067227,0.19,449.97,378.1260504201681,71.84394957983193
Vitus,Jacksch,Gondeker Straße,1,72411,Bodelshausen,Germany,24 August 2021,27 August 2021,1,1.4,1.666,1.666,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Silke,Habbe,Pfingstberggasse,27,69207,Sandhausen,Germany,25 August 2021,28 August 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Flavio,Oberndörfer,KGA Am Teltowkanal III,58,72516,Scheer,Germany,26 August 2021,29 August 2021,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Mona,Eben,Handjerystraße,6,71297,Mönsheim,Germany,27 August 2021,30 August 2021,1,1.4,1.666,1.666,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Dominik,Cagatay,Moissistraße,48,72516,Scheer,Germany,28 August 2021,31 August 2021,1,2.33,2.7727,2.7727,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Ian,Pacia,KGA Einigkeit II,5,72805,Lichtenstein (Württemberg),Germany,29 August 2021,01 September 2021,1,1.4,1.666,1.666,59.99,50.41176470588236,0.19,59.99,50.41176470588236,9.578235294117649
Caspar,Lackinger,Glienicker Weg,25,72145,Hirrlingen,Germany,30 August 2021,02 September 2021,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Ake,Lache,Florian-Geyer-Straße,7,71691,Freiberg am Neckar,Germany,31 August 2021,03 September 2021,1,0.0,0.0,0.0,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Juna,Dadic,Güldenhofer Ufer,29,69214,Eppelheim,Germany,01 September 2021,04 September 2021,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Cyranus,Cäsar,Helbigstraße,27,72511,Bingen bei Sigmaringen,Germany,02 September 2021,05 September 2021,1,1.78,2.1182,2.1182,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Heike,Machner,Dornbrunner Straße,9,72531,Hohenstein (Württemberg),Germany,03 September 2021,06 September 2021,1,1.99,2.3681,2.3681,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Felina,Calado,Waldstraße,62,72663,Großbettlingen,Germany,04 September 2021,07 September 2021,1,0.0,0.0,0.0,6.39,5.369747899159663,0.19,6.39,5.369747899159663,1.0202521008403362
Valentin,Jacks,Frauenlobstraße,64,72406,Bisingen,Germany,05 September 2021,08 September 2021,1,3.0,3.5700000000000003,3.5700000000000003,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Aideen,Abedi,Gemeinschaftsstraße,45,69514,Laudenbach (Bergstraße),Germany,06 September 2021,09 September 2021,1,1.22,1.4518,1.4518,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Lisa,Ebbrecht,Walther-Nernst-Straße,1,71272,Renningen,Germany,07 September 2021,10 September 2021,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Enzo,Macanovic,KGA Am Teltowkanal III,1,72351,Geislingen (Zollernalbkreis),Germany,08 September 2021,11 September 2021,1,5.99,7.1281,7.1281,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Johannes,Labuda,Florian-Geyer-Straße,29,71549,Auenwald,Germany,09 September 2021,12 September 2021,1,0.0,0.0,0.0,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Jannik,Gablenz,Hänselstraße,8,72362,Nusplingen,Germany,10 September 2021,13 September 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
