Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Produkt,Bestell_Nummer,ASIN_ID,Bestell_Datum,Rechnungs_Nummer,Rechnungs_Liefer_Datum,n,VK ohne Ust,VK mit Ust,VK Gesamt,Stückpreis mit Ust,Stückpreis ohne Ust,Ust. % Satz,ZS Produkt,Zs ohne Ust,Gesamt Ust. Betrag
Paulina,Abbate,Florian-Geyer-Straße,65,69168,Wiesloch,Germany,LED Pyramide 60 cm warmweiß - 20 LED,123-1234444-1234444,if492jf977,12 May 2021,DE3MQ977AEUI,15 May 2021,1,1.0,1.19,1.19,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Olivia,Haager,Rosenweg,61,72664,Kohlberg (Württemberg),Germany,Philipp Plein Sport Runner Sneaker ,123-1234445-1234445,if492jf978,13 May 2021,DE3MQ978AEUI,16 May 2021,2,0.0,0.0,0.0,79.99,67.21848739495798,0.19,159.98,134.43697478991595,25.54302521008404
Tim,Jablonowski,Rudower Chaussee,2,72221,Haiterbach,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1234446-1234446,if492jf979,14 May 2021,DE3MQ979AEUI,17 May 2021,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Catrin,Daeschner,Gellertstraße,95,69514,Laudenbach (Bergstraße),Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234447-1234447,if492jf980,15 May 2021,DE3MQ980AEUI,18 May 2021,2,0.0,0.0,0.0,29.99,25.201680672268907,0.19,59.98,50.40336134453781,9.576638655462183
Tamina,Haben,Frauenlobstraße,2,69256,Mauer (Baden),Germany,Nike Court Borough Mid Winter Sneaker,123-1234448-1234448,if492jf981,16 May 2021,DE3MQ981AEUI,19 May 2021,1,0.0,0.0,0.0,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Caspar,Cabezas,Hollstraße,9,72419,Neufra,Germany,LED Pyramide 60 cm warmweiß - 20 LED,123-1234449-1234449,if492jf982,17 May 2021,DE3MQ982AEUI,20 May 2021,1,0.0,0.0,0.0,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Ulvi,Iacono,Heidekampweg,4,71106,Magstadt,Germany,Flachdichtung - WC,123-1234450-1234450,if492jf983,18 May 2021,DE3MQ983AEUI,21 May 2021,1,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Justyna,Dämmig,Hoffmannstraße,1,69434,Heddesbach,Germany,LED Pyramide 60 cm warmweiß - 20 LED,123-1234451-1234451,if492jf984,19 May 2021,DE3MQ984AEUI,22 May 2021,1,0.0,0.0,0.0,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Arian,Bachmeier,Florian-Geyer-Straße,12,72336,Balingen,Germany,Rennrad Herren Gebraucht,123-1234452-1234452,if492jf985,20 May 2021,DE3MQ985AEUI,23 May 2021,1,0.0,0.0,0.0,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Mattes,Gaedtke,Handjerystraße,9,72574,Bad Urach,Germany,Retro LED Lampe Schreibtischlampe,123-1234453-1234453,if492jf986,21 May 2021,DE3MQ986AEUI,24 May 2021,1,0.0,0.0,0.0,5.99,5.033613445378152,0.19,5.99,5.033613445378152,0.9563865546218482
Hardy,Ebmeyer,Barbara-McClintock-Straße,95,72147,Nehren (Württemberg),Germany,LED Stern Deko Boden Lampe Weihnachte,123-1234454-1234454,if492jf987,22 May 2021,DE3MQ987AEUI,25 May 2021,1,0.0,0.0,0.0,9.99,8.394957983193278,0.19,9.99,8.394957983193278,1.5950420168067223
Mathilda,Ebenbeck,Hollstraße,8,71364,Winnenden,Germany,Flachdichtung - WC,123-1234455-1234455,if492jf988,23 May 2021,DE3MQ988AEUI,26 May 2021,1,3.99,4.7481,4.7481,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Stella,Haastert,Magnusstraße,65,69181,Leimen (Baden),Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1234456-1234456,if492jf989,24 May 2021,DE3MQ989AEUI,27 May 2021,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Magdalena,Obermann,Moissistraße,84,72477,Schwenningen (Heuberg),Germany,LENOVO ThinkPad X260 Intel Core i7 6. Gen 2,123-1234457-1234457,if492jf990,25 May 2021,DE3MQ990AEUI,28 May 2021,1,2.4,2.856,2.856,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Thilo,Jablonsky,Stienitzseestraße,25,72227,Egenhausen,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234458-1234458,if492jf991,26 May 2021,DE3MQ991AEUI,29 May 2021,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Kerstin,Däumichen,Husstraße,14,71106,Magstadt,Germany,LENOVO ThinkPad X260 Intel Core i7 6. Gen 2,123-1234459-1234459,if492jf992,27 May 2021,DE3MQ992AEUI,30 May 2021,2,0.0,0.0,0.0,169.99,142.84873949579833,0.19,339.98,285.69747899159665,54.28252100840336
Noel,Ibscher,Büchnerweg,64,71543,Wüstenrot,Germany,Philipp Plein Sport Runner Sneaker ,123-1234460-1234460,if492jf993,28 May 2021,DE3MQ993AEUI,31 May 2021,1,1.69,2.0111,2.0111,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Lara,Ebbing,Köpenicker Straße,24,71254,Ditzingen,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234461-1234461,if492jf994,29 May 2021,DE3MQ994AEUI,01 June 2021,2,0.0,0.0,0.0,69.99,58.81512605042017,0.19,139.98,117.63025210084034,22.34974789915965
Selma,Kaaf,Gellertstraße,9,72639,Neuffen,Germany,Rost Kerze Edelrost,123-1234462-1234462,if492jf995,30 May 2021,DE3MQ995AEUI,02 June 2021,1,1.99,2.3681,2.3681,3.59,3.016806722689076,0.19,3.59,3.016806722689076,0.5731932773109243
Paloma,Haamann,Vogelbeerstraße,23,72805,Lichtenstein (Württemberg),Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234463-1234463,if492jf996,31 May 2021,DE3MQ996AEUI,03 June 2021,1,2.3,2.737,2.737,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Grit,Dabelstein,Behringstraße,25,72827,Wannweil,Germany,Hirsch Rentier Elch Figur,123-1234464-1234464,if492jf997,01 June 2021,DE3MQ997AEUI,04 June 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Waris,Ibanez,Bärdorfer Zeile,2,71144,Steinenbronn,Germany,Dichtung - Plastik,123-1234465-1234465,if492jf998,02 June 2021,DE3MQ998AEUI,05 June 2021,1,4.99,5.9381,5.9381,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Andreas,Bachschneider,Hoffmannstraße,25,72359,Dotternhausen,Germany,Dichtung - Plastik,123-1234466-1234466,if492jf999,03 June 2021,DE3MQ999AEUI,06 June 2021,1,1.5,1.785,1.785,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Qara,Haarich,Ernst-Lau-Straße,1,68549,Ilvesheim,Germany,Flachdichtung - WC,123-1234467-1234467,if592jf999,04 June 2021,DE4MQ400AEUI,07 June 2021,1,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Kader,Oberer,Hoffmannstraße,9,72296,Schopfloch (Schwarzwald),Germany,Gummi-Dichtung,123-1234468-1234468,if592jf999,05 June 2021,DE4MQ401AEUI,08 June 2021,1,1.65,1.9635,1.9635,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Noah,Baca,Ekkehardstraße,1,72141,Walddorfhäslach,Germany,Hirsch Rentier Elch Figur,123-1234469-1234469,if592jf999,06 June 2021,DE4MQ402AEUI,09 June 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Ilona,Machowski,KGA Holunderbusch,14,72581,Dettingen an der Erms,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234470-1234470,if592jf999,07 June 2021,DE4MQ403AEUI,10 June 2021,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Emely,Jaeckels,Abtstraße,1,72525,Münsingen (Württemberg),Germany,Nike Court Borough Mid Winter Sneaker,123-1234471-1234471,if592jf999,08 June 2021,DE4MQ404AEUI,11 June 2021,1,0.0,0.0,0.0,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Mia,Abbing,Genossenschaftsstraße,64,69198,Schriesheim,Germany,Retro LED Lampe Schreibtischlampe,123-1234472-1234472,if592jf999,09 June 2021,DE4MQ405AEUI,12 June 2021,1,1.54,1.8326,1.8326,5.99,5.033613445378152,0.19,5.99,5.033613445378152,0.9563865546218482
Svenja,Habeeb,Behringstraße,8,69234,Dielheim,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234473-1234473,if592jf999,10 June 2021,DE4MQ406AEUI,13 June 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Giorgina,Machlitt,Bergaustraße,6,72519,Veringenstadt,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234474-1234474,if592jf999,11 June 2021,DE4MQ407AEUI,14 June 2021,1,2.6,3.0940000000000003,3.0940000000000003,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Leopold,Gadau,Friedenstraße,27,72488,Sigmaringen,Germany,Dichtung - Plastik,123-1234475-1234475,if592jf999,12 June 2021,DE4MQ408AEUI,15 June 2021,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Enna,Babbel,Behringstraße,9,71579,Spiegelberg,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234476-1234476,if592jf999,13 June 2021,DE4MQ409AEUI,16 June 2021,1,5.99,7.1281,7.1281,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Niklas,Laaser,KGA Holunderbusch,6,71159,Mötzingen,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234477-1234477,if592jf999,14 June 2021,DE4MQ410AEUI,17 June 2021,1,1.0,1.19,1.19,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Matthias,Saad,Altheider Straße,12,72516,Scheer,Germany,Philipp Plein Sport Runner Sneaker ,123-1234478-1234478,if592jf999,15 June 2021,DE4MQ411AEUI,18 June 2021,1,7.56,8.9964,8.9964,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Annika,Kaatz,Altheider Straße,12,72661,Grafenberg,Germany,Tischlampe Nachttischlampe 2er Set,123-1234479-1234479,if592jf999,16 June 2021,DE4MQ412AEUI,19 June 2021,2,0.0,0.0,0.0,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Anouk,Kaboth,Otto-Franke-Straße,98,68799,Reilingen,Germany,Rennrad Herren Gebraucht,123-1234480-1234480,if592jf999,17 June 2021,DE4MQ413AEUI,20 June 2021,1,0.0,0.0,0.0,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Valerio,Jackwerth,Kiehnwerderallee,65,72419,Neufra,Germany,Kappa Base 2 Sportschuhe Turnschuhe Sneakers,123-1234481-1234481,if592jf999,18 June 2021,DE4MQ414AEUI,21 June 2021,1,5.99,7.1281,7.1281,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Curt,Maasberg,Glienicker Weg,61,72202,Nagold,Germany,Dimmbar LED Klemmleuchte Schreibtischlampe,123-1234482-1234482,if592jf999,19 June 2021,DE4MQ415AEUI,22 June 2021,1,0.0,0.0,0.0,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Lasse,Gadringer,Neltestraße,4,72517,Sigmaringendorf,Germany,"Playstation, Icons Light, Nachtlicht",123-1234483-1234483,if592jf999,20 June 2021,DE4MQ416AEUI,23 June 2021,1,4.99,5.9381,5.9381,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Eberhard,Machado,Newtonstraße,1,72379,Hechingen,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234484-1234484,if592jf999,21 June 2021,DE4MQ417AEUI,24 June 2021,2,0.0,0.0,0.0,19.99,16.798319327731093,0.19,39.98,33.596638655462186,6.383361344537811
Mats,Saado,Büchnerweg,26,72525,Münsingen (Württemberg),Germany,"Panasonic ToughBook CF-52 i5 15,4",123-1234485-1234485,if592jf999,22 June 2021,DE4MQ418AEUI,25 June 2021,1,1.5,1.785,1.785,149.99,126.0420168067227,0.19,149.99,126.0420168067227,23.94798319327731
Aida,Kabelitz,Friedlander Straße,8,68549,Ilvesheim,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1234486-1234486,if592jf999,23 June 2021,DE4MQ419AEUI,26 June 2021,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Ari,Lachenmeier,Gellertstraße,9,71706,Markgröningen,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234487-1234487,if592jf999,24 June 2021,DE4MQ420AEUI,27 June 2021,2,0.0,0.0,0.0,69.99,58.81512605042017,0.19,139.98,117.63025210084034,22.34974789915965
Radia,Haaser,Thelenstraße,5,68794,Oberhausen-Rheinhausen,Germany,Tischlampe Nachttischlampe 2er Set,123-1234488-1234488,if592jf999,25 June 2021,DE4MQ421AEUI,28 June 2021,2,1.01,1.2019,1.2019,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Jonas,Laas,Hallberger Zeile,23,71155,Altdorf (Kreis Böblingen),Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234489-1234489,if592jf999,26 June 2021,DE4MQ422AEUI,29 June 2021,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Liv,Oberg,Lohnauer Steig,65,72299,Wörnersberg,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234490-1234490,if592jf999,27 June 2021,DE4MQ423AEUI,30 June 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Mae,Eberhardt,Steinbachstraße,5,71549,Auenwald,Germany,LED Pyramide 60 cm warmweiß - 20 LED,123-1234491-1234491,if592jf999,28 June 2021,DE4MQ424AEUI,01 July 2021,3,0.0,0.0,0.0,12.99,10.915966386554622,0.19,38.97,32.747899159663866,6.222100840336132
Waltraud,Ibel,Friedenstraße,12,71154,Nufringen,Germany,LED Pyramide 60 cm warmweiß - 20 LED,123-1234492-1234492,if592jf999,29 June 2021,DE4MQ425AEUI,02 July 2021,1,2.99,3.5581000000000005,3.5581000000000005,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Hasso,Pachnicke,Agavensteig,1,72664,Kohlberg (Württemberg),Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1234493-1234493,if592jf999,30 June 2021,DE4MQ426AEUI,03 July 2021,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Wilma,Kabadayi,Büchnerweg,26,72666,Neckartailfingen,Germany,Himalaya- Salzlampe,123-1234494-1234494,if592jf999,01 July 2021,DE4MQ427AEUI,04 July 2021,1,2.56,3.0464,3.0464,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Idil,Gaag,Felsenfest,9,72202,Nagold,Germany,"Playstation, Icons Light, Nachtlicht",123-1234495-1234495,if592jf999,02 July 2021,DE4MQ428AEUI,05 July 2021,1,1.22,1.4518,1.4518,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Marianne,Oberlin,Helbigstraße,8,72469,Meßstetten,Germany,Dichtung - Plastik,123-1234496-1234496,if592jf999,03 July 2021,DE4MQ429AEUI,06 July 2021,4,2.99,3.5581000000000005,3.5581000000000005,1.99,1.6722689075630253,0.19,7.96,6.689075630252101,1.270924369747899
Jannik,Pacolli,Berberitzenweg,8,72227,Egenhausen,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234497-1234497,if592jf999,04 July 2021,DE4MQ430AEUI,07 July 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Jessika,Dähler,Adlergestell,6,69245,Bammental,Germany,Flachdichtung - WC,123-1234498-1234498,if592jf999,05 July 2021,DE4MQ431AEUI,08 July 2021,1,1.5,1.785,1.785,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Bamika,Abfalter,Wassermannstraße,26,71159,Mötzingen,Germany,Tischlampe Nachttischlampe 2er Set,123-1234499-1234499,if592jf999,06 July 2021,DE4MQ432AEUI,09 July 2021,1,0.0,0.0,0.0,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Simone,Kaapke,Hoffmannstraße,26,72655,Altdorf bei Nürtingen,Germany,Tragbares Wiederaufladbare Buchlampe,123-1234500-1234500,if592jf999,07 July 2021,DE4MQ433AEUI,10 July 2021,1,0.0,0.0,0.0,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Elena,Abdelhamid,Altheider Straße,5,69242,Mühlhausen (Kraichgau),Germany,Dichtung - Plastik,123-1234501-1234501,if592jf999,08 July 2021,DE4MQ434AEUI,11 July 2021,2,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Henryk,Pachernegg,Magnusstraße,6,72655,Altdorf bei Nürtingen,Germany,Tischlampe Nachttischlampe 2er Set,123-1234502-1234502,if592jf999,09 July 2021,DE4MQ435AEUI,12 July 2021,1,1.65,1.9635,1.9635,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Ibrahim,Gaba,Hallberger Zeile,47,72221,Haiterbach,Germany,Lavalampe Magma Lava Lampe Magmaleuchte,123-1234503-1234503,if592jf999,10 July 2021,DE4MQ436AEUI,13 July 2021,1,0.0,0.0,0.0,6.39,5.369747899159663,0.19,6.39,5.369747899159663,1.0202521008403362
Gerald,Paatzsch,Newtonstraße,1,72574,Bad Urach,Germany,Dichtung - Plastik,123-1234504-1234504,if592jf999,11 July 2021,DE4MQ437AEUI,14 July 2021,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Alba,Abdi,Freystadter Weg,6,69254,Malsch bei Wiesloch,Germany,Philipp Plein Sport Runner Sneaker ,123-1234505-1234505,if592jf999,12 July 2021,DE4MQ438AEUI,15 July 2021,2,1.99,2.3681,2.3681,79.99,67.21848739495798,0.19,159.98,134.43697478991595,25.54302521008404
Lia,Oberholzer,Helbigstraße,7,72367,Weilen unter den Rinnen,Germany,Dichtung - Plastik,123-1234506-1234506,if592jf999,13 July 2021,DE4MQ439AEUI,16 July 2021,2,3.99,4.7481,4.7481,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Alicia,Kabas,Handjerystraße,5,72810,Gomaringen,Germany,Hirsch Rentier Elch Figur,123-1234507-1234507,if592jf999,14 July 2021,DE4MQ440AEUI,17 July 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Felicitas,Mache,Thelenstraße,26,72419,Neufra,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234508-1234508,if592jf999,15 July 2021,DE4MQ441AEUI,18 July 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Ava,Abeln,Walther-Nernst-Straße,25,71116,Gärtringen,Germany,LED Deckenleuchte Wandleuchte Fernbedienung,123-1234509-1234509,if592jf999,16 July 2021,DE4MQ442AEUI,19 July 2021,1,0.0,0.0,0.0,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Donald,Macaluso,Steinbachstraße,8,72348,Rosenfeld,Germany,Hirsch Rentier Elch Figur,123-1234510-1234510,if592jf999,17 July 2021,DE4MQ443AEUI,20 July 2021,1,4.99,5.9381,5.9381,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Doerte,Baatzsch,Carl-Scheele-Straße,8,71546,Aspach bei Backnang,Germany,Nike Court Borough Mid Winter Sneaker,123-1234511-1234511,if592jf999,18 July 2021,DE4MQ444AEUI,21 July 2021,2,0.0,0.0,0.0,89.99,75.6218487394958,0.19,179.98,151.2436974789916,28.736302521008383
Quirin,Bachhuber,Bohrauer Pfad,14,72189,Vöhringen (Württemberg),Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234512-1234512,if592jf999,19 July 2021,DE4MQ445AEUI,22 July 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Rae,Haasen,Stienitzseestraße,9,68789,Sankt Leon-Rot,Germany,Dichtung - Plastik,123-1234513-1234513,if592jf999,20 July 2021,DE4MQ446AEUI,23 July 2021,1,1.22,1.4518,1.4518,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Fabrizia,Machelett,Weerthstraße,6,72475,Bitz,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234514-1234514,if592jf999,21 July 2021,DE4MQ447AEUI,24 July 2021,2,2.0,2.38,2.38,69.99,58.81512605042017,0.19,139.98,117.63025210084034,22.34974789915965
Silvie,Haban,Erich-Thilo-Straße,5,69198,Schriesheim,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234515-1234515,if592jf999,22 July 2021,DE4MQ448AEUI,25 July 2021,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Hayo,Pachur,Chris-Gueffroy-Allee,65,72793,Pfullingen,Germany,Dichtung - Plastik,123-1234516-1234516,if592jf999,23 July 2021,DE4MQ449AEUI,26 July 2021,2,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Mats,Gaedicke,Gemeinschaftsstraße,6,72539,Pfronstetten,Germany,Hirsch Rentier Elch Figur,123-1234517-1234517,if592jf999,24 July 2021,DE4MQ450AEUI,27 July 2021,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Alexandra,Kabiri,Helbigstraße,9,68753,Waghäusel,Germany,Nike Court Borough Mid Winter Sneaker,123-1234518-1234518,if592jf999,25 July 2021,DE4MQ451AEUI,28 July 2021,1,0.0,0.0,0.0,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Leon,Labahn,Berberitzenweg,4,71272,Renningen,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234519-1234519,if592jf999,26 July 2021,DE4MQ452AEUI,29 July 2021,2,6.43,7.6517,7.6517,49.99,42.00840336134454,0.19,99.98,84.01680672268908,15.96319327731092
Fritz,Paal,Vogelbeerstraße,47,72519,Veringenstadt,Germany,Philipp Plein Sport Runner Sneaker ,123-1234520-1234520,if592jf999,27 July 2021,DE4MQ453AEUI,30 July 2021,1,0.0,0.0,0.0,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Hugo,Pacher,Carl-Scheele-Straße,8,72654,Neckartenzlingen,Germany,Dichtung - Plastik,123-1234521-1234521,if592jf999,28 July 2021,DE4MQ454AEUI,31 July 2021,1,1.54,1.8326,1.8326,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Eva,Abazovic,Husstraße,9,68799,Reilingen,Germany,Lavalampe Magma Lava Lampe Magmaleuchte,123-1234522-1234522,if592jf999,29 July 2021,DE4MQ455AEUI,01 August 2021,2,0.0,0.0,0.0,6.39,5.369747899159663,0.19,12.78,10.739495798319329,2.0405042016806725
Moritz,Gaede,Freystadter Weg,1,72535,Heroldstatt,Germany,Tischlampe Nachttischlampe 2er Set,123-1234523-1234523,if592jf999,30 July 2021,DE4MQ456AEUI,02 August 2021,1,3.0,3.5700000000000003,3.5700000000000003,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Jörn,Gabl,Heidekampweg,6,72359,Dotternhausen,Germany,PUMA Nucleus Trainingsschuhe,123-1234524-1234524,if592jf999,31 July 2021,DE4MQ457AEUI,03 August 2021,1,0.0,0.0,0.0,59.99,50.41176470588236,0.19,59.99,50.41176470588236,9.578235294117649
Hasso,Ebrahim,Bergaustraße,14,72178,Waldachtal,Germany,LED Deckenleuchte Wandleuchte Fernbedienung,123-1234525-1234525,if592jf999,01 August 2021,DE4MQ458AEUI,04 August 2021,1,2.99,3.5581000000000005,3.5581000000000005,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Giorgina,Dabisch,KGA Einigkeit II,6,68549,Ilvesheim,Germany,LENOVO ThinkPad X260 Intel Core i7 6. Gen 2,123-1234526-1234526,if592jf999,02 August 2021,DE4MQ459AEUI,05 August 2021,1,1.33,1.5827,1.5827,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Simone,Abdelaziz,Neltestraße,29,69234,Dielheim,Germany,Dichtung - Plastik,123-1234527-1234527,if592jf999,03 August 2021,DE4MQ460AEUI,06 August 2021,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Kader,Daeweritz,Neltestraße,14,71116,Gärtringen,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234528-1234528,if592jf999,04 August 2021,DE4MQ461AEUI,07 August 2021,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Linus,Bachiri,Florian-Geyer-Straße,14,72213,Altensteig,Germany,Philipp Plein Sport Runner Sneaker ,123-1234529-1234529,if592jf999,05 August 2021,DE4MQ462AEUI,08 August 2021,1,0.0,0.0,0.0,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
